dropped_file_names,true_label,true_id
loc_0136_im_000004.jpg,Mexican Gray Wolf,15
loc_0124_im_000081.jpg,Mexican Gray Wolf,15
58ede455-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
587eebfc-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5984952e-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0089_im_000330.jpg,Mexican Gray Wolf,15
58bea619-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
599291d2-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58c03494-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5967367d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59c4beff-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0131_im_000640.jpg,Mexican Gray Wolf,15
loc_0160_im_000161.jpg,Mexican Gray Wolf,15
599104b4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5892b696-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58c7f0a3-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0136_im_000182.jpg,Mexican Gray Wolf,15
599be9e4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5887170d-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0273_im_000906.jpg,Mexican Gray Wolf,15
loc_0106_im_000287.jpg,Mexican Gray Wolf,15
58857ce0-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59c31bbc-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59bca458-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0131_im_000636.jpg,Mexican Gray Wolf,15
59910521-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0089_im_000930.jpg,Mexican Gray Wolf,15
59d419da-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58f73f30-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0086_im_005700.jpg,Mexican Gray Wolf,15
59cb3941-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a0b0119-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59055fab-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59088144-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58ce3f3a-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58df6aa1-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59bfdd18-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0152_im_001364.jpg,Mexican Gray Wolf,15
596a4cbe-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5998cd40-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0197_im_000303.jpg,Mexican Gray Wolf,15
loc_0120_im_001489.jpg,Mexican Gray Wolf,15
loc_0103_im_003798.jpg,Mexican Gray Wolf,15
59cf4519-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59aadbf3-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0209_im_000182.jpg,Mexican Gray Wolf,15
5989454b-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59e77e45-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0086_im_004242.jpg,Mexican Gray Wolf,15
loc_0209_im_000212.jpg,Mexican Gray Wolf,15
5a02fa60-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0129_im_002462.jpg,Mexican Gray Wolf,15
59a49b1d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59e2a357-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59c8038c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0149_im_000109.jpg,Mexican Gray Wolf,15
loc_0168_im_000868.jpg,Mexican Gray Wolf,15
585c03f7-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59cb3891-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59be415d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a0b02b0-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58c664b4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a0b0284-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58adc32d-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
599fbe6d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58f8ccb4-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5a17dcdf-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a2c8651-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0122_im_003818.jpg,Mexican Gray Wolf,15
loc_0143_im_001277.jpg,Mexican Gray Wolf,15
59bfddcf-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ef8bb7-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0212_im_000981.jpg,Mexican Gray Wolf,15
loc_0138_im_001178.jpg,Mexican Gray Wolf,15
59f12a9e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004332.jpg,Mexican Gray Wolf,15
591cb420-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ccd0c3-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
596bd7c5-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59518f08-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004293.jpg,Mexican Gray Wolf,15
loc_0257_im_004303.jpg,Mexican Gray Wolf,15
597e6274-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0117_im_002305.jpg,Mexican Gray Wolf,15
59279ad3-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
592ac0c6-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0146_im_001829.jpg,Mexican Gray Wolf,15
loc_0190_im_000239.jpg,Mexican Gray Wolf,15
5a0e37d3-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59d27ce4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59a17cea-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59b48591-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
591cb0de-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0121_im_001650.jpg,Mexican Gray Wolf,15
59055e98-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59e2a524-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0196_im_000771.jpg,Mexican Gray Wolf,15
593ef640-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5874d655-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59b2ec27-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5869342a-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58b4aa16-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
597cd544-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
597513bf-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59b12f81-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0121_im_003728.jpg,Mexican Gray Wolf,15
loc_0150_im_002443.jpg,Mexican Gray Wolf,15
58ac0cc8-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5a263aee-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59be40c3-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59b12f87-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59adfe70-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59167975-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0086_im_004880.jpg,Mexican Gray Wolf,15
loc_0084_im_002515.jpg,Mexican Gray Wolf,15
597fed9e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0265_im_004284.jpg,Mexican Gray Wolf,15
59e43e47-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
597b4a8a-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59055ff2-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a263956-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0196_im_000559.jpg,Mexican Gray Wolf,15
loc_0086_im_004751.jpg,Mexican Gray Wolf,15
loc_0215_im_000261.jpg,Mexican Gray Wolf,15
58d47cdf-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5a1fe764-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
587b7ed6-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0086_im_003976.jpg,Mexican Gray Wolf,15
58732c67-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5a24a777-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0121_im_003851.jpg,Mexican Gray Wolf,15
598acf31-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59849733-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0108_im_001422.jpg,Mexican Gray Wolf,15
loc_0089_im_001959.jpg,Mexican Gray Wolf,15
596eeea5-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0185_im_001529.jpg,Mexican Gray Wolf,15
59e1038f-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59a629bf-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58732d60-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0218_im_000231.jpg,Mexican Gray Wolf,15
5874d746-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0188_im_002322.jpg,Mexican Gray Wolf,15
59bca375-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58c033ea-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
596bd7ed-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
598f765f-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0252_im_000194.jpg,Mexican Gray Wolf,15
58dabe4c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0188_im_002314.jpg,Mexican Gray Wolf,15
59e77d68-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59b131c7-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0080_im_001391.jpg,Mexican Gray Wolf,15
loc_0265_im_003638.jpg,Mexican Gray Wolf,15
58768269-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59e77d22-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5938c188-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0108_im_001233.jpg,Mexican Gray Wolf,15
59929081-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ddc080-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0122_im_004230.jpg,Mexican Gray Wolf,15
599290f8-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0108_im_001298.jpg,Mexican Gray Wolf,15
loc_0110_im_002297.jpg,Mexican Gray Wolf,15
59c179fb-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0209_im_001359.jpg,Mexican Gray Wolf,15
59d418a6-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59fe208c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a2af5b1-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ec5318-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a17deae-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0126_im_003631.jpg,Mexican Gray Wolf,15
59ac6c75-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0174_im_000145.jpg,Mexican Gray Wolf,15
58c036aa-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58e28235-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58e0f567-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0152_im_001361.jpg,Mexican Gray Wolf,15
588c133d-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0189_im_000515.jpg,Mexican Gray Wolf,15
5892b3cc-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58a52f0d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0138_im_001188.jpg,Mexican Gray Wolf,15
58e5977c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
589e6876-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59055fac-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58f10631-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
599a5a1b-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
592de5b5-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0265_im_003108.jpg,Mexican Gray Wolf,15
597b47f8-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0146_im_000224.jpg,Mexican Gray Wolf,15
593bdb66-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ac6991-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a015ef4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0080_im_001006.jpg,Mexican Gray Wolf,15
59341b2d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59e1031a-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5a24a72c-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
5954a864-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
597b4754-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004356.jpg,Mexican Gray Wolf,15
59b615a4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59df5ddb-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0086_im_002543.jpg,Mexican Gray Wolf,15
59d41870-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59d41a97-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
599d7b40-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0196_im_003289.jpg,Mexican Gray Wolf,15
loc_0087_im_000829.jpg,Mexican Gray Wolf,15
5965aab7-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0089_im_002783.jpg,Mexican Gray Wolf,15
59ddc187-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0111_im_002906.jpg,Mexican Gray Wolf,15
58fd7ca9-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
597cd74e-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0136_im_000986.jpg,Mexican Gray Wolf,15
598c5c20-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0218_im_000245.jpg,Mexican Gray Wolf,15
59f462a4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58b2ef8b-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59ec5439-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59439ce3-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0124_im_000812.jpg,Mexican Gray Wolf,15
5880959c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ec55b1-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59c31bb1-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58782a78-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0189_im_000520.jpg,Mexican Gray Wolf,15
59c80668-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0207_im_000103.jpg,Mexican Gray Wolf,15
59e91c5c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58aa5b65-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0117_im_001592.jpg,Mexican Gray Wolf,15
59b93a55-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ffbc3b-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
592c4cc5-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58910e4f-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0108_im_001163.jpg,Mexican Gray Wolf,15
loc_0084_im_002517.jpg,Mexican Gray Wolf,15
59216522-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0160_im_001074.jpg,Mexican Gray Wolf,15
loc_0089_im_002847.jpg,Mexican Gray Wolf,15
58cb127a-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0122_im_004222.jpg,Mexican Gray Wolf,15
593a501b-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
592abf06-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58a1c961-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58bb8ccb-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
587eec01-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0209_im_000181.jpg,Mexican Gray Wolf,15
loc_0257_im_004427.jpg,Mexican Gray Wolf,15
59be4089-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5979bb2d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0088_im_001979.jpg,Mexican Gray Wolf,15
59b48429-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5957c3d4-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0122_im_004232.jpg,Mexican Gray Wolf,15
5983079c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0089_im_001431.jpg,Mexican Gray Wolf,15
59b93859-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5976a3ca-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0196_im_000657.jpg,Mexican Gray Wolf,15
loc_0196_im_000798.jpg,Mexican Gray Wolf,15
loc_0100_im_007332.jpg,Mexican Gray Wolf,15
58fbecce-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0265_im_003643.jpg,Mexican Gray Wolf,15
599a59a2-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0141_im_001378.jpg,Mexican Gray Wolf,15
loc_0273_im_000896.jpg,Mexican Gray Wolf,15
59a7bb63-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58c1c11e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59d41b93-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
599be88e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58b9d89c-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0086_im_005246.jpg,Mexican Gray Wolf,15
59641df7-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59610736-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58fa5faf-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0199_im_005042.jpg,Mexican Gray Wolf,15
59adfe91-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0111_im_003849.jpg,Mexican Gray Wolf,15
loc_0152_im_002257.jpg,Mexican Gray Wolf,15
loc_0149_im_000106.jpg,Mexican Gray Wolf,15
58aa58bb-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58a37d24-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0199_im_006660.jpg,Mexican Gray Wolf,15
loc_0151_im_000037.jpg,Mexican Gray Wolf,15
59aadbb1-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5986241b-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58dc4b45-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0190_im_000556.jpg,Mexican Gray Wolf,15
59e5df41-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
598f76cf-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0122_im_003861.jpg,Mexican Gray Wolf,15
loc_0168_im_000377.jpg,Mexican Gray Wolf,15
59da8c02-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58732cb9-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0168_im_000479.jpg,Mexican Gray Wolf,15
loc_0087_im_000836.jpg,Mexican Gray Wolf,15
59cb36f7-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59452c48-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5976a32a-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59b1301d-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59fae731-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004389.jpg,Mexican Gray Wolf,15
5a0c9ba9-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0197_im_000306.jpg,Mexican Gray Wolf,15
loc_0122_im_004228.jpg,Mexican Gray Wolf,15
loc_0196_im_000808.jpg,Mexican Gray Wolf,15
5968c075-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a2af6ef-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59bac98d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a1b14ff-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0201_im_000350.jpg,Mexican Gray Wolf,15
58ede213-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
loc_0089_im_001304.jpg,Mexican Gray Wolf,15
loc_0121_im_003762.jpg,Mexican Gray Wolf,15
58bea78c-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
58809423-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0089_im_002000.jpg,Mexican Gray Wolf,15
5a2af5c9-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0122_im_003776.jpg,Mexican Gray Wolf,15
59b2eb0f-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
585dac4d-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59af95a1-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
594e7783-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0089_im_001816.jpg,Mexican Gray Wolf,15
loc_0218_im_000242.jpg,Mexican Gray Wolf,15
loc_0129_im_002477.jpg,Mexican Gray Wolf,15
595c67a2-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59ccd37b-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59c31b53-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
58b4aad6-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
588a6696-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a07cc6e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
597b49d5-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
597cd60e-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004366.jpg,Mexican Gray Wolf,15
5a1b13c0-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
5a096aa5-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0257_im_004445.jpg,Mexican Gray Wolf,15
58dabe12-23d2-11e8-a6a3-ec086b02610b.jpg,Domestic Dog,18
59aadcef-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
596eeef8-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
loc_0237_im_000933.jpg,Mexican Gray Wolf,15
59edf2bc-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59bfdfda-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
59c99c00-23d2-11e8-a6a3-ec086b02610b.jpg,Coyote,11
